428078,281957
428078,101299
428078,2048
428078,294254
428078,333339
424694,369192
424694,397538
424694,152532
424694,10139
424694,1420
297802,141052
297802,297762
297802,209112
297802,49521
297802,1924
424783,87101
424783,605
424783,2048
424783,198184
424783,157336
401469,9679
401469,1572
401469,398181
401469,5503
401469,9739
332562,25196
332562,525
332562,458737
332562,254470
332562,45272
504172,4836
504172,13815
504172,436
504172,253
504172,769
324857,141052
324857,246655
324857,99861
324857,1924
324857,1927
369972,10734
369972,3558
369972,1646
369972,423899
369972,281957
299536,9738
299536,1924
299536,1452
299536,8536
299536,9531
375588,20662
375588,11886
375588,10907
375588,11469
375588,23047
360920,13377
360920,17979
360920,11395
360920,9479
360920,51052
399402,12162
399402,1573
399402,281957
399402,1927
399402,984
400650,433
400650,671
400650,674
400650,10140
400650,68737
446807,65754
446807,460071
446807,15472
446807,294254
446807,395990
335983,299536
335983,299537
335983,297762
335983,209112
335983,324849
338952,1771
338952,259316
338952,228150
338952,767
338952,369885
401847,424694
401847,467952
401847,769
401847,152532
401847,303858
404368,333339
404368,353486
404368,82690
404368,955
404368,603
424139,11357
424139,11361
424139,948
424139,429476
424139,4232
503616,293768
503616,376290
503616,10779
503616,340103
503616,8545
505954,423
505954,424
505954,369885
505954,228150
505954,637
426543,1417
426543,9279
426543,8871
426543,109445
426543,13377
260513,1924
260513,1452
260513,8536
260513,9531
260513,13640
543103,504897
543103,543094
543103,383498
543103,105
543103,7551
300681,264660
300681,164457
300681,18111
300681,10514
300681,1908
375262,449176
375262,424694
375262,507076
375262,467952
375262,376867
503314,1979
503314,1891
503314,1894
503314,330459
503314,181808
426563,370567
426563,297708
426563,10528
426563,58574
426563,379170
284054,99861
284054,141052
284054,246655
284054,1924
284054,1927
337167,281957
337167,392044
337167,341174
337167,11027
337167,867
383498,209112
383498,155
383498,293660
383498,297762
383498,263115
567604,11395
567604,11881
567604,51052
567604,9279
567604,5825
405774,428078
405774,294254
405774,198663
405774,131631
405774,185
429197,424
429197,508
429197,363676
429197,451915
429197,389015
490132,449176
490132,26280
490132,184352
490132,376867
490132,1213
351286,88751
351286,329
351286,18890
351286,425
351286,135397
346910,828
346910,10200
346910,339964
346910,329865
346910,348
499362,432139
499362,200201
442062,406997
442062,9479
442062,22794
442062,446894
442062,671
353081,2503
353081,562
353081,238636
353081,954
353081,691
487558,451915
487558,363676
487558,334543
487558,424
487558,769
345887,562
345887,281957
345887,11713
345887,4771
345887,357096
363088,102899
363088,1924
363088,1452
363088,8536
363088,9531
466282,449176
466282,43923
466282,12689
466282,9880
466282,308369
463821,2454
463821,671
463821,674
463821,11324
463821,10140
345940,578
345940,332567
345940,579
345940,205775
345940,294254
463272,9486
463272,954
463272,691
463272,206647
463272,37724
347375,9462
347375,24
347375,604
347375,605
347375,59961
489999,300668
489999,338970
489999,340677
489999,284276
489999,2275
450001,11841
450001,9053
450001,9461
450001,11713
450001,140300
439079,250546
439079,259693
439079,396422
439079,588
439079,335796
399360,281957
399360,290512
399360,309050
399360,75174
399360,44363
451915,424
451915,363676
451915,443009
451915,467952
484247,336843
484247,346364
484247,101299
484247,454983
484247,452507
438799,228150
438799,369885
438799,1771
438799,339259
438799,374720
426426,13
426426,1949
426426,171274
426426,112160
426426,50014
400535,4771
400535,1266
400535,562
400535,1701
400535,2320
446021,77
446021,13
446021,1368
446021,1369
446021,2604
348350,330459
348350,11
348350,348
348350,1891
348350,126889
447332,381283
447332,405774
447332,110415
447332,19908
447332,11472
333339,101299
333339,157350
333339,2048
333339,294254
470044,281957
470044,392044
470044,671
470044,674
470044,336843
447200,707
447200,2924
447200,843
447200,395991
447200,5919
500664,9739
500664,281
500664,2048
500664,97020
500664,218
454293,52449
454293,8363
454293,400928
454293,233063
454293,8618
429476,36599
429476,948
429476,4232
429476,10781
429476,10987
446894,411
446894,321612
446894,109445
446894,9325
446894,364689
455207,11931
455207,281957
455207,466282
455207,340613
455207,465136
427641,124905
427641,7191
427641,268896
427641,293167
427641,1927
458594,10781
458594,357096
458594,74997
458594,45569
458594,238636
417261,443463
417261,307081
417261,157336
417261,395990
417261,425972
300668,9738
300668,1979
300668,346685
300668,346364
300668,336843
407436,278927
407436,34584
407436,281957
407436,581
407436,10140
520360,500
520360,949
520360,1844
520360,298
520360,339403
402900,59108
402900,442249
402900,339403
402900,401469
402900,949
297725,336843
297725,101299
297725,281957
297725,392044
297725,12155
475132,424694
475132,324786
475132,425336
475132,424
475132,472451
532321,37933
532321,129
532321,674
532321,767
532321,81
438590,2048
438590,157336
438590,87101
438590,198184
438590,264660
449443,562
449443,339403
449443,1572
449443,949
449443,9654
340613,843
340613,346685
340613,340666
340613,8999
340613,11004
395990,4771
395990,64689
395990,562
395990,1572
395990,395841
466411,262500
466411,294254
466411,465136
466411,336843
466411,8966
442249,357096
442249,2749
442249,345887
442249,984
442249,10781
401981,281957
401981,336843
401981,101299
401981,101
401981,562
338970,1996
338970,1995
338970,6637
338970,2059
338970,85
505262,1924
505262,1452
505262,8536
505262,9531
505262,13640
361292,259693
361292,561
361292,1487
361292,71
361292,208763
398173,10781
398173,1696
398173,984
398173,12521
398173,5486
537996,995
537996,872
537996,9394
537996,14128
537996,507
473149,398175
473149,74997
473149,2503
473149,562
473149,238636
458423,224141
458423,353616
458423,354912
458423,321612
458423,313369
493922,956
493922,334541
493922,14869
493922,1427
493922,10779
420814,278927
420814,15655
420814,281957
420814,407436
420814,11886
429351,193756
429351,281957
429351,423899
429351,369972
429351,300671
425505,90
425505,13184
425505,9737
425505,2503
425505,5548
556803,150689
556803,2270
556803,810
556803,9880
556803,10882
446101,4421
446101,10035
446101,342737
446101,336804
446101,366696
454992,954
454992,36669
454992,27205
454992,484247
454992,10625
400155,7131
400155,49017
400155,277
400155,124905
400155,24021
336843,294254
336843,281957
336843,101299
336843,346364
336843,448095
497814,293768
497814,562
497814,146233
497814,345887
497814,772
484436,445571
484436,9598
484436,450322
484436,10345
484436,370755
522417,527435
522417,11675
522417,263341
522417,8922
522417,4170
438808,261023
438808,429203
438808,504172
438808,2034
438808,4982
454227,640
454227,769
454227,424
454227,363676
454227,324786
268896,124905
268896,68726
268896,91314
268896,7191
268896,315011
419743,449176
419743,184352
419743,26280
419743,377154
419743,126331
401545,1417
401545,1124
401545,787
401545,2501
401545,2503
458737,359940
458737,458594
458737,346685
458737,324786
399035,2503
399035,314365
399035,8834
399035,1369
399035,11324
445651,333339
445651,263115
445651,101299
445651,1924
445651,1452
438689,708
438689,56292
438689,657
438689,691
438689,710
474335,13260
474335,39185
474335,114887
474335,66894
474335,55278
455980,460019
455980,390043
455980,353486
455980,363676
455980,4922
531593,507
531593,562
531593,429203
531593,339403
531593,359412
472451,449176
472451,26280
472451,376867
472451,377154
472451,184352
438145,281957
438145,345887
438145,504
438145,11121
438145,33
454619,345887
454619,3134
454619,458594
454619,281957
454619,357096
399174,533
399174,263109
399174,14447
399174,530
399174,531
407451,449176
407451,674
407451,9880
407451,466282
407451,12689
491584,11596
491584,81188
491584,426543
491584,10014
491584,11360
432301,440298
432301,403
432301,2142
432301,376866
432301,2604
468362,691
468362,401469
468362,85
468362,564
468362,600
543094,504897
543094,235343
543094,305470
543094,508830
475210,238636
475210,281957
475210,345887
475210,55846
475210,10781
440161,9880
440161,1429
440161,429
440161,510
440161,581
467952,449176
467952,424
467952,423
467952,205596
467952,339259
454983,49022
454983,449176
454983,101299
454983,84892
454983,417678
489931,75656
489931,269795
489931,37797
489931,912
489931,5143
421658,56292
421658,4349
421658,691
421658,708
421658,47964
419478,10947
419478,376660
419478,315635
419478,9880
419478,15144
412988,136795
412988,927
412988,11899
412988,12153
412988,261023
569547,157353
569547,296
569547,62
569547,78
569547,335984
507076,184352
507076,449176
507076,376867
507076,467952
507076,424694
426814,281957
426814,345887
426814,74997
426814,238636
426814,588
522449,324786
522449,374720
522449,1369
522449,12162
522449,228150
460885,238636
460885,281957
460885,345887
460885,49021
460885,357096
437557,376660
437557,2105
437557,13342
437557,80271
437557,449176
419831,1927
419831,299536
419831,315635
419831,284052
419831,284053
448776,769
448776,10734
448776,107846
448776,278
448776,640
460019,114150
460019,13515
460019,9064
460019,14249
470894,44912
470894,474395
470894,315635
470894,415
470894,272
443009,363676
443009,389015
443009,487558
443009,324786
429203,339403
429203,75656
429203,359412
429203,507
429203,273481
487670,141052
487670,49521
487670,1924
487670,1452
487670,8536
401478,107846
401478,10483
401478,278
401478,708
401478,1368
507562,378064
507562,81
507562,39108
507562,28609
507562,34433
440298,13
440298,235
440298,24420
440298,1259
440298,109689
462919,64255
462919,2976
462919,224141
462919,621
462919,557648
500919,984
500919,15069
500919,807
500919,75780
500919,445954
440471,43539
440471,13910
440471,95862
440471,252854
440471,175005
400579,433
400579,277216
400579,15584
400579,10054
400579,2758
460668,433
460668,2062
460668,34016
460668,694
460668,745
433498,451915
433498,334543
433498,424
433498,769
433498,467952
514619,527435
514619,11675
514619,8922
514619,4170
514619,8272
457136,401847
457136,424
457136,363676
457136,451915
457136,454227
505177,345887
505177,357096
505177,281957
505177,562
505177,146233
459910,627
459910,2034
459910,1900
459910,13815
459910,253
424781,378018
424781,10781
424781,341006
424781,769
424781,281957
476926,238636
476926,281957
476926,345887
476926,473149
476926,500664
449992,38167
449992,34626
449992,11541
449992,345169
449992,233314
472734,8966
472734,9880
472734,466282
472734,484247
472734,454983
414191,15021
414191,15206
414191,519247
414191,428449
414191,10065
474354,336843
474354,1645
474354,8055
474354,13752
474354,7984
340674,340613
340674,340666
340674,51828
340674,267192
340674,41446
384521,126889
384521,157336
384521,348
384521,8077
384521,62
420426,81
420426,351460
420426,378064
420426,12437
420426,1865
429300,617
429300,10534
429300,10398
429300,12311
429300,13510
449176,398818
449176,376867
449176,26280
449176,72478
449176,511785
495925,81
495925,378064
495925,34433
495925,28609
495925,39108
460071,396371
460071,363676
460071,451915
460071,389015
460071,316029
476292,378064
476292,297762
476292,81
476292,370663
476292,52371
502682,451480
502682,5951
502682,448514
502682,125255
370567,1934
370567,10705
370567,91745
370567,297708
370567,540620
503619,747
503619,463684
503619,402897
503619,419430
503619,14
439015,77949
439015,1369
439015,470894
439015,396422
439015,439079
483184,357096
483184,281957
483184,345887
483184,458594
483184,74997
544431,807
544431,1949
544431,65754
544431,470229
544431,424121
411135,87101
411135,534
411135,218
411135,296
411135,605
411143,562
411143,345887
411143,275
411143,274855
411143,2048
424121,357096
424121,500664
424121,238636
424121,588
424121,979
465136,428078
465136,476926
465136,336843
465136,321612
465136,281957
220882,198663
220882,157350
220882,78
220882,336843
220882,428078
467660,346364
467660,10585
467660,638
467660,77949
467660,28355
416234,566512
416234,620
416234,2655
416234,91586
416234,77949
449459,197
449459,627
449459,399402
449459,428399
449459,2841
470229,357096
470229,133805
470229,238636
470229,281957
470229,948
500475,8012
500475,4771
500475,9104
500475,17494
500475,398181
443463,8966
443463,398181
443463,417678
443463,414425
443463,466282
430231,77949
430231,448095
430231,2048
430231,396422
430231,259693
464502,74997
464502,281957
464502,458594
464502,10781
464502,357096
385360,281957
385360,562
385360,238636
385360,245891
385360,345887
455108,281957
455108,392044
455108,336843
455108,101299
455108,521
487242,155
487242,297762
487242,209112
487242,272
487242,49521
396806,500664
396806,984
396806,9739
396806,2048
396806,807
445571,275
445571,984
445571,473149
445571,425591
454652,363676
454652,451915
454652,401847
454652,443009
454652,487558
493900,9542
493900,773
493900,920
493900,1878
493900,338766
395841,357096
395841,75780
395841,4771
395841,392044
395841,281957
406563,250546
406563,340676
406563,396422
406563,416234
406563,463821
381719,13053
381719,12155
381719,411
381719,269149
381719,9325
451925,576503
451925,378064
451925,13
451925,38
451925,817
503346,9555
503346,602
503346,137113
503346,47933
503346,9355
501630,112160
501630,13
501630,437557
501630,14
501630,398818
453201,1573
453201,2501
453201,2503
453201,350
453201,424
516850,20616
516850,186992
516850,323366
516850,292625
516850,388907
474395,315635
474395,1924
474395,1452
474395,8536
