474395,9531
515916,370663
515916,152532
515916,507076
515916,419743
515916,424694
486947,11001
486947,6933
486947,1256
486947,21240
486947,275160
399796,325133
399796,114150
399796,49519
399796,8277
399796,12620
339103,769
339103,261023
339103,156022
339103,396371
339103,8012
485942,272
485942,1724
485942,1726
485942,1771
485942,10195
295011,336843
295011,72190
295011,1562
295011,170
295011,747
340022,562
340022,1571
340022,2320
340022,1572
340022,2502
463053,364689
463053,627
463053,1429
463053,62211
463053,1267
387592,425
387592,49519
387592,278154
387592,533
387592,263109
406761,500664
406761,335984
406761,604
406761,605
406761,198663
477510,533
477510,9598
477510,11674
477510,3049
477510,399174
505192,20352
505192,17917
505192,11236
505192,21198
505192,103413
401905,101299
401905,198663
401905,157350
401905,2048
401905,294254
519035,20943
519035,13969
519035,6877
519035,390043
519035,544
412862,10781
412862,39874
412862,371608
412862,948
412862,1696
476299,74997
476299,2652
476299,15356
476299,10781
476299,73861
505058,65754
505058,201088
505058,37799
505058,370663
505058,277685
521647,24
521647,4105
521647,2503
521647,346
521647,505262
429417,452507
429417,416234
429417,566512
429417,110415
429417,343674
527435,11395
527435,9479
527435,9279
527435,8871
527435,13377
491418,371645
491418,9364
491418,331588
491418,36536
491418,332045
430040,435
430040,296524
430040,339403
430040,520360
430040,949
529210,2034
529210,311
529210,2142
529210,26390
529210,10064
489929,1949
489929,254128
489929,270946
489929,339692
489929,372058
458534,440472
458534,404245
458534,525167
417643,357096
417643,984
417643,807
417643,75780
417643,55846
399248,612
399248,562
399248,4349
399248,49021
399248,468362
538604,437029
538604,286538
538604,508747
437586,449176
437586,8363
437586,85350
437586,376660
437586,11887
476678,8834
476678,2503
476678,13448
476678,314365
476678,1369
399131,376660
399131,449176
399131,10625
399131,8363
399131,11887
492336,588
492336,578
492336,381288
492336,36647
492336,133121
460555,9355
460555,409
460555,345009
460555,10243
460555,5237
396461,627
396461,22705
396461,949
396461,396371
396461,845
199928,24
199928,4105
199928,28415
199928,372058
199928,324786
515841,273153
515841,11631
515841,437557
515841,297762
515841,376867
479040,984
479040,4771
479040,37645
479040,345887
479040,807
517331,106646
517331,38050
517331,401469
517331,318846
517331,9319
548789,49040
548789,560246
548789,18311
548789,553100
548789,4539
50022,4771
50022,11423
50022,9104
50022,193893
50022,75780
385448,767
385448,10882
385448,11976
385448,808
385448,809
514277,439015
514277,467660
514277,346364
514277,1927
514277,638
521784,564
521784,1734
521784,691
521784,85
521784,9837
543580,143
543580,28966
543580,297762
543580,652
543580,1369
511785,184352
511785,26280
511785,376867
511785,377154
434555,378018
434555,10781
434555,74997
434555,9373
434555,381288
451877,9813
451877,370663
451877,273153
451877,258480
451877,296096
472226,10545
472226,352492
472226,15004
472226,98948
472226,515254
496704,124905
496704,1682
496704,315011
496704,15766
496704,7191
521935,489999
521935,3035
521935,9552
521935,411741
521935,489925
426613,449176
426613,84892
426613,10818
426613,507076
426613,472451
505579,458594
505579,345887
505579,357096
505579,74997
505579,311
339380,424694
339380,401847
339380,467952
339380,9813
339380,370663
518452,9813
518452,370663
518452,273153
518452,258480
518452,11631
489925,376660
489925,12689
489925,24684
489925,33217
489925,411741
458109,340613
458109,489
458109,207
458109,114150
458109,210577
369523,9813
369523,273153
369523,376867
369523,370663
369523,11631
459258,240832
459258,16320
459258,861
459258,38
459258,201
384677,769
384677,11517
384677,18487
384677,968
384677,2291
431072,325133
431072,12620
431072,44214
431072,566512
431072,342473
458344,786
458344,525
458344,1584
458344,27
458344,6477
362826,281957
362826,357096
362826,1949
362826,473149
362826,238636
454283,1562
454283,16314
454283,40508
454283,18885
454283,105
338768,172
338768,174
338768,201
338768,152
338768,199
489927,1427
489927,400928
489927,9428
489927,334
489927,11393
371608,10781
371608,3600
371608,158011
371608,458594
371608,238636
511449,9373
511449,10781
511449,74997
511449,339692
511449,381288
394741,363676
394741,451915
394741,324786
394741,472451
394741,487558
506763,1494
506763,434221
506763,253450
506763,91426
506763,403580
497916,369885
497916,423
497916,637
497916,424
497916,228150
530154,138100
530154,537996
530154,429417
530154,390329
530154,351064
385332,101
385332,281957
385332,345887
385332,11713
385332,9769
448095,238636
448095,281957
448095,49021
448095,379149
493551,612
493551,640
493551,769
493551,424
493551,424694
513223,281957
513223,336843
513223,392044
513223,101299
513223,278927
401371,78
401371,2666
401371,1103
401371,10651
401371,4836
555850,11395
555850,13673
555850,9279
555850,8871
555850,17979
332283,324786
332283,401847
332283,424694
332283,205775
332283,36834
448916,807
448916,75780
448916,2048
448916,500664
448916,984
534780,1553
534780,313369
534780,11321
534780,423
534780,330459
418472,340613
418472,340666
418472,381283
418472,254172
418472,340674
442064,9947
442064,9348
442064,62835
442064,402
442064,256591
477033,4011
477033,588
477033,561
477033,91586
477033,361292
416194,14161
416194,475210
416194,254128
416194,8656
416194,479475
496328,472451
496328,363676
496328,451915
496328,424694
496328,443009
437375,984
437375,357096
437375,445954
437375,123109
437375,4771
557635,867
557635,1382
557635,245906
557635,86555
557635,41827
417812,340613
417812,84892
417812,346685
417812,369972
417812,465136
433310,41154
433310,1267
433310,105
433310,141
433310,383498
456750,562
456750,345887
456750,1571
456750,11667
456750,984
467632,8090
467632,984
467632,357096
467632,15069
467632,1572
474051,4638
474051,3021
474051,7873
474051,10029
474051,132344
456154,281957
456154,336843
456154,581
456154,101299
456154,407436
513347,81
513347,39108
513347,28609
513347,378064
513347,44251
513574,566512
513574,44214
513574,10560
513574,1788
513574,9762
506407,370663
506407,10818
506407,258480
506407,437557
506407,52371
469721,294254
469721,336843
469721,170
469721,747
469721,72190
492719,81
492719,378064
492719,34433
492719,28609
492719,39108
421471,272693
421471,449176
421471,2105
421471,9880
421471,57214
391710,443009
391710,472451
391710,363676
391710,451915
391710,487558
451480,424
451480,228150
451480,339259
451480,637
451480,14574
